datetime,speed,new_time
2012-07-01 00:00:00.000000,643.0,2012-06-20 23:58:26.890522
2012-07-01 02:00:00.000000,654.1,2012-06-21 01:58:26.890522
2012-07-01 03:00:00.000000,657.2,2012-06-21 02:58:26.890522
2012-07-01 04:00:00.000000,644.4,2012-06-21 03:58:26.890522
2012-07-01 05:00:00.000000,660.2,2012-06-21 04:58:26.890522
2012-07-01 06:00:00.000000,668.6,2012-06-21 05:58:26.890522
2012-07-01 07:00:00.000000,650.8,2012-06-21 06:58:26.890522
2012-07-01 08:00:00.000000,656.4,2012-06-21 07:58:26.890522
2012-07-01 09:00:00.000000,655.0,2012-06-21 08:58:26.890522
2012-07-01 10:00:00.000000,652.2,2012-06-21 09:58:26.890522
2012-07-01 11:00:00.000000,655.2,2012-06-21 10:58:26.890522
2012-07-01 12:00:00.000000,639.7,2012-06-21 11:58:26.890522
2012-07-01 13:00:00.000000,640.8,2012-06-21 12:58:26.890522
2012-07-01 14:00:00.000000,637.9,2012-06-21 13:58:26.890522
2012-07-01 15:00:00.000000,650.7,2012-06-21 14:58:26.890522
2012-07-01 16:00:00.000000,656.3,2012-06-21 15:58:26.890522
2012-07-01 17:00:00.000000,638.8,2012-06-21 16:58:26.890522
2012-07-01 18:00:00.000000,640.6,2012-06-21 17:58:26.890522
2012-07-01 19:00:00.000000,642.5,2012-06-21 18:58:26.890522
2012-07-01 20:00:00.000000,638.6,2012-06-21 19:58:26.890522
2012-07-01 21:00:00.000000,631.1,2012-06-21 20:58:26.890522
2012-07-01 22:00:00.000000,636.5,2012-06-21 21:58:26.890522
2012-07-01 23:00:00.000000,646.6,2012-06-21 22:58:26.890522
2012-07-02 00:00:00.000000,642.1,2012-06-21 23:58:26.890522
2012-07-02 01:00:00.000000,656.1,2012-06-22 00:58:26.890522
2012-07-02 02:00:00.000000,652.0,2012-06-22 01:58:26.890522
2012-07-02 03:00:00.000000,662.1,2012-06-22 02:58:26.890522
2012-07-02 05:00:00.000000,657.0,2012-06-22 04:58:26.890522
2012-07-02 06:00:00.000000,647.6,2012-06-22 05:58:26.890522
2012-07-02 07:00:00.000000,640.8,2012-06-22 06:58:26.890522
2012-07-02 08:00:00.000000,626.8,2012-06-22 07:58:26.890522
2012-07-02 09:00:00.000000,624.6,2012-06-22 08:58:26.890522
2012-07-02 10:00:00.000000,622.1,2012-06-22 09:58:26.890522
2012-07-02 11:00:00.000000,637.7,2012-06-22 10:58:26.890522
2012-07-02 12:00:00.000000,637.0,2012-06-22 11:58:26.890522
2012-07-02 13:00:00.000000,642.1,2012-06-22 12:58:26.890522
2012-07-02 14:00:00.000000,650.7,2012-06-22 13:58:26.890522
2012-07-02 15:00:00.000000,641.3,2012-06-22 14:58:26.890522
2012-07-02 16:00:00.000000,612.3,2012-06-22 15:58:26.890522
2012-07-02 17:00:00.000000,621.0,2012-06-22 16:58:26.890522
2012-07-02 18:00:00.000000,636.1,2012-06-22 17:58:26.890522
2012-07-02 19:00:00.000000,631.9,2012-06-22 18:58:26.890522
2012-07-02 20:00:00.000000,634.2,2012-06-22 19:58:26.890522
2012-07-02 21:00:00.000000,624.3,2012-06-22 20:58:26.890522
2012-07-02 22:00:00.000000,632.5,2012-06-22 21:58:26.890522
2012-07-02 23:00:00.000000,627.5,2012-06-22 22:58:26.890522
2012-07-03 00:00:00.000000,618.0,2012-06-22 23:58:26.890522
2012-07-03 01:00:00.000000,593.0,2012-06-23 00:58:26.890522
2012-07-03 02:00:00.000000,593.0,2012-06-23 01:58:26.890522
2012-07-03 03:00:00.000000,586.9,2012-06-23 02:58:26.890522
2012-07-03 04:00:00.000000,577.8,2012-06-23 03:58:26.890522
2012-07-03 05:00:00.000000,576.7,2012-06-23 04:58:26.890522
2012-07-03 06:00:00.000000,569.6,2012-06-23 05:58:26.890522
2012-07-03 07:00:00.000000,560.9,2012-06-23 06:58:26.890522
2012-07-03 08:00:00.000000,575.4,2012-06-23 07:58:26.890522
2012-07-03 09:00:00.000000,573.9,2012-06-23 08:58:26.890522
2012-07-03 10:00:00.000000,549.2,2012-06-23 09:58:26.890522
2012-07-03 11:00:00.000000,540.7,2012-06-23 10:58:26.890522
2012-07-03 12:00:00.000000,553.8,2012-06-23 11:58:26.890522
2012-07-03 13:00:00.000000,545.9,2012-06-23 12:58:26.890522
2012-07-03 14:00:00.000000,544.8,2012-06-23 13:58:26.890522
2012-07-03 15:00:00.000000,545.4,2012-06-23 14:58:26.890522
2012-07-03 16:00:00.000000,533.8,2012-06-23 15:58:26.890522
2012-07-03 17:00:00.000000,533.5,2012-06-23 16:58:26.890522
2012-07-03 18:00:00.000000,544.3,2012-06-23 17:58:26.890522
2012-07-03 19:00:00.000000,535.8,2012-06-23 18:58:26.890522
2012-07-03 20:00:00.000000,534.3,2012-06-23 19:58:26.890522
2012-07-03 21:00:00.000000,525.4,2012-06-23 20:58:26.890522
2012-07-03 22:00:00.000000,547.1,2012-06-23 21:58:26.890522
2012-07-03 23:00:00.000000,536.0,2012-06-23 22:58:26.890522
2012-07-04 00:00:00.000000,544.3,2012-06-23 23:58:26.890522
2012-07-04 01:00:00.000000,556.1,2012-06-24 00:58:26.890522
2012-07-04 02:00:00.000000,543.6,2012-06-24 01:58:26.890522
2012-07-04 03:00:00.000000,564.4,2012-06-24 02:58:26.890522
2012-07-04 04:00:00.000000,578.9,2012-06-24 03:58:26.890522
2012-07-04 05:00:00.000000,567.0,2012-06-24 04:58:26.890522
2012-07-04 06:00:00.000000,552.1,2012-06-24 05:58:26.890522
2012-07-04 07:00:00.000000,538.5,2012-06-24 06:58:26.890522
2012-07-04 08:00:00.000000,519.9,2012-06-24 07:58:26.890522
2012-07-04 09:00:00.000000,525.3,2012-06-24 08:58:26.890522
2012-07-04 10:00:00.000000,522.7,2012-06-24 09:58:26.890522
2012-07-04 11:00:00.000000,518.2,2012-06-24 10:58:26.890522
2012-07-04 12:00:00.000000,504.9,2012-06-24 11:58:26.890522
2012-07-04 13:00:00.000000,502.4,2012-06-24 12:58:26.890522
2012-07-04 14:00:00.000000,493.2,2012-06-24 13:58:26.890522
2012-07-04 15:00:00.000000,491.1,2012-06-24 14:58:26.890522
2012-07-04 16:00:00.000000,482.9,2012-06-24 15:58:26.890522
2012-07-04 17:00:00.000000,486.1,2012-06-24 16:58:26.890522
2012-07-04 18:00:00.000000,523.1,2012-06-24 17:58:26.890522
2012-07-04 19:00:00.000000,529.8,2012-06-24 18:58:26.890522
2012-07-04 20:00:00.000000,530.8,2012-06-24 19:58:26.890522
2012-07-04 21:00:00.000000,522.1,2012-06-24 20:58:26.890522
2012-07-04 22:00:00.000000,504.9,2012-06-24 21:58:26.890522
2012-07-04 23:00:00.000000,498.7,2012-06-24 22:58:26.890522
2012-07-05 00:00:00.000000,489.4,2012-06-24 23:58:26.890522
2012-07-05 01:00:00.000000,477.3,2012-06-25 00:58:26.890522
2012-07-05 02:00:00.000000,482.1,2012-06-25 01:58:26.890522
2012-07-05 03:00:00.000000,475.0,2012-06-25 02:58:26.890522
2012-07-05 04:00:00.000000,474.3,2012-06-25 03:58:26.890522
2012-07-05 05:00:00.000000,469.8,2012-06-25 04:58:26.890522
2012-07-05 06:00:00.000000,485.9,2012-06-25 05:58:26.890522
2012-07-05 07:00:00.000000,490.8,2012-06-25 06:58:26.890522
2012-07-05 08:00:00.000000,492.6,2012-06-25 07:58:26.890522
2012-07-05 09:00:00.000000,501.9,2012-06-25 08:58:26.890522
2012-07-05 10:00:00.000000,492.8,2012-06-25 09:58:26.890522
2012-07-05 11:00:00.000000,481.9,2012-06-25 10:58:26.890522
2012-07-05 12:00:00.000000,480.4,2012-06-25 11:58:26.890522
2012-07-05 13:00:00.000000,481.9,2012-06-25 12:58:26.890522
2012-07-05 14:00:00.000000,476.0,2012-06-25 13:58:26.890522
2012-07-05 15:00:00.000000,463.2,2012-06-25 14:58:26.890522
2012-07-05 16:00:00.000000,466.4,2012-06-25 15:58:26.890522
2012-07-05 17:00:00.000000,483.0,2012-06-25 16:58:26.890522
2012-07-05 18:00:00.000000,483.5,2012-06-25 17:58:26.890522
2012-07-05 19:00:00.000000,479.9,2012-06-25 18:58:26.890522
2012-07-05 21:00:00.000000,466.8,2012-06-25 20:58:26.890522
2012-07-05 22:00:00.000000,463.5,2012-06-25 21:58:26.890522
2012-07-05 23:00:00.000000,458.5,2012-06-25 22:58:26.890522
2012-07-06 00:00:00.000000,447.0,2012-06-25 23:58:26.890522
2012-07-06 01:00:00.000000,436.6,2012-06-26 00:58:26.890522
2012-07-06 02:00:00.000000,437.6,2012-06-26 01:58:26.890522
2012-07-06 03:00:00.000000,434.5,2012-06-26 02:58:26.890522
2012-07-06 04:00:00.000000,427.5,2012-06-26 03:58:26.890522
2012-07-06 05:00:00.000000,436.6,2012-06-26 04:58:26.890522
2012-07-06 06:00:00.000000,432.9,2012-06-26 05:58:26.890522
2012-07-06 07:00:00.000000,438.5,2012-06-26 06:58:26.890522
2012-07-06 08:00:00.000000,447.6,2012-06-26 07:58:26.890522
2012-07-06 09:00:00.000000,459.0,2012-06-26 08:58:26.890522
2012-07-06 10:00:00.000000,458.2,2012-06-26 09:58:26.890522
2012-07-06 11:00:00.000000,457.0,2012-06-26 10:58:26.890522
2012-07-06 12:00:00.000000,442.7,2012-06-26 11:58:26.890522
2012-07-06 13:00:00.000000,430.4,2012-06-26 12:58:26.890522
2012-07-06 14:00:00.000000,430.2,2012-06-26 13:58:26.890522
2012-07-06 15:00:00.000000,447.6,2012-06-26 14:58:26.890522
2012-07-06 16:00:00.000000,452.2,2012-06-26 15:58:26.890522
2012-07-06 17:00:00.000000,482.8,2012-06-26 16:58:26.890522
2012-07-06 18:00:00.000000,486.1,2012-06-26 17:58:26.890522
2012-07-06 19:00:00.000000,477.2,2012-06-26 18:58:26.890522
2012-07-06 20:00:00.000000,455.1,2012-06-26 19:58:26.890522
2012-07-06 22:00:00.000000,478.2,2012-06-26 21:58:26.890522
2012-07-06 23:00:00.000000,482.1,2012-06-26 22:58:26.890522
2012-07-07 00:00:00.000000,483.4,2012-06-26 23:58:26.890522
2012-07-07 01:00:00.000000,483.2,2012-06-27 00:58:26.890522
2012-07-07 02:00:00.000000,483.8,2012-06-27 01:58:26.890522
2012-07-07 03:00:00.000000,473.6,2012-06-27 02:58:26.890522
2012-07-07 04:00:00.000000,479.2,2012-06-27 03:58:26.890522
2012-07-07 05:00:00.000000,471.1,2012-06-27 04:58:26.890522
2012-07-07 06:00:00.000000,474.3,2012-06-27 05:58:26.890522
2012-07-07 07:00:00.000000,470.2,2012-06-27 06:58:26.890522
2012-07-07 08:00:00.000000,461.3,2012-06-27 07:58:26.890522
2012-07-07 09:00:00.000000,462.8,2012-06-27 08:58:26.890522
2012-07-07 10:00:00.000000,459.5,2012-06-27 09:58:26.890522
2012-07-07 11:00:00.000000,444.2,2012-06-27 10:58:26.890522
2012-07-07 12:00:00.000000,444.5,2012-06-27 11:58:26.890522
2012-07-07 13:00:00.000000,446.8,2012-06-27 12:58:26.890522
2012-07-07 14:00:00.000000,445.7,2012-06-27 13:58:26.890522
2012-07-07 15:00:00.000000,439.2,2012-06-27 14:58:26.890522
2012-07-07 16:00:00.000000,433.9,2012-06-27 15:58:26.890522
2012-07-07 17:00:00.000000,437.2,2012-06-27 16:58:26.890522
2012-07-07 18:00:00.000000,431.2,2012-06-27 17:58:26.890522
2012-07-07 19:00:00.000000,424.6,2012-06-27 18:58:26.890522
2012-07-07 20:00:00.000000,437.3,2012-06-27 19:58:26.890522
2012-07-07 21:00:00.000000,433.7,2012-06-27 20:58:26.890522
2012-07-07 22:00:00.000000,441.5,2012-06-27 21:58:26.890522
2012-07-07 23:00:00.000000,439.4,2012-06-27 22:58:26.890522
2012-07-08 00:00:00.000000,435.2,2012-06-27 23:58:26.890522
2012-07-08 01:00:00.000000,429.9,2012-06-28 00:58:26.890522
2012-07-08 02:00:00.000000,419.6,2012-06-28 01:58:26.890522
2012-07-08 03:00:00.000000,415.3,2012-06-28 02:58:26.890522
2012-07-08 04:00:00.000000,413.3,2012-06-28 03:58:26.890522
2012-07-08 05:00:00.000000,409.1,2012-06-28 04:58:26.890522
2012-07-08 06:00:00.000000,394.3,2012-06-28 05:58:26.890522
2012-07-08 07:00:00.000000,386.1,2012-06-28 06:58:26.890522
2012-07-08 08:00:00.000000,412.3,2012-06-28 07:58:26.890522
2012-07-08 09:00:00.000000,419.0,2012-06-28 08:58:26.890522
2012-07-08 10:00:00.000000,411.3,2012-06-28 09:58:26.890522
2012-07-08 11:00:00.000000,401.2,2012-06-28 10:58:26.890522
2012-07-08 12:00:00.000000,412.8,2012-06-28 11:58:26.890522
2012-07-08 13:00:00.000000,414.4,2012-06-28 12:58:26.890522
2012-07-08 14:00:00.000000,417.4,2012-06-28 13:58:26.890522
2012-07-08 15:00:00.000000,451.3,2012-06-28 14:58:26.890522
2012-07-08 17:00:00.000000,440.3,2012-06-28 16:58:26.890522
2012-07-08 18:00:00.000000,448.3,2012-06-28 17:58:26.890522
2012-07-08 19:00:00.000000,434.4,2012-06-28 18:58:26.890522
2012-07-08 20:00:00.000000,437.0,2012-06-28 19:58:26.890522
2012-07-08 21:00:00.000000,447.6,2012-06-28 20:58:26.890522
2012-07-08 22:00:00.000000,435.8,2012-06-28 21:58:26.890522
2012-07-08 23:00:00.000000,435.8,2012-06-28 22:58:26.890522
2012-07-09 00:00:00.000000,441.5,2012-06-28 23:58:26.890522
2012-07-09 01:00:00.000000,436.9,2012-06-29 00:58:26.890522
2012-07-09 02:00:00.000000,428.9,2012-06-29 01:58:26.890522
2012-07-09 03:00:00.000000,420.7,2012-06-29 02:58:26.890522
2012-07-09 04:00:00.000000,418.3,2012-06-29 03:58:26.890522
2012-07-09 05:00:00.000000,422.3,2012-06-29 04:58:26.890522
2012-07-09 06:00:00.000000,418.9,2012-06-29 05:58:26.890522
2012-07-09 07:00:00.000000,414.2,2012-06-29 06:58:26.890522
2012-07-09 08:00:00.000000,411.1,2012-06-29 07:58:26.890522
2012-07-09 09:00:00.000000,406.0,2012-06-29 08:58:26.890522
2012-07-09 10:00:00.000000,391.6,2012-06-29 09:58:26.890522
2012-07-09 11:00:00.000000,390.0,2012-06-29 10:58:26.890522
2012-07-09 12:00:00.000000,386.7,2012-06-29 11:58:26.890522
2012-07-09 13:00:00.000000,396.7,2012-06-29 12:58:26.890522
2012-07-09 14:00:00.000000,400.5,2012-06-29 13:58:26.890522
2012-07-09 15:00:00.000000,401.5,2012-06-29 14:58:26.890522
2012-07-09 16:00:00.000000,401.9,2012-06-29 15:58:26.890522
2012-07-09 17:00:00.000000,396.5,2012-06-29 16:58:26.890522
2012-07-09 18:00:00.000000,390.7,2012-06-29 17:58:26.890522
2012-07-09 21:00:00.000000,402.7,2012-06-29 20:58:26.890522
2012-07-09 22:00:00.000000,401.3,2012-06-29 21:58:26.890522
2012-07-09 23:00:00.000000,392.9,2012-06-29 22:58:26.890522
2012-07-10 00:00:00.000000,401.9,2012-06-29 23:58:26.890522
2012-07-10 01:00:00.000000,420.3,2012-06-30 00:58:26.890522
2012-07-10 02:00:00.000000,406.3,2012-06-30 01:58:26.890522
2012-07-10 03:00:00.000000,418.2,2012-06-30 02:58:26.890522
2012-07-10 04:00:00.000000,404.7,2012-06-30 03:58:26.890522
2012-07-10 05:00:00.000000,409.5,2012-06-30 04:58:26.890522
2012-07-10 06:00:00.000000,414.1,2012-06-30 05:58:26.890522
2012-07-10 07:00:00.000000,425.9,2012-06-30 06:58:26.890522
2012-07-10 08:00:00.000000,411.6,2012-06-30 07:58:26.890522
2012-07-10 09:00:00.000000,425.7,2012-06-30 08:58:26.890522
2012-07-10 10:00:00.000000,434.9,2012-06-30 09:58:26.890522
2012-07-10 11:00:00.000000,458.2,2012-06-30 10:58:26.890522
2012-07-10 12:00:00.000000,441.9,2012-06-30 11:58:26.890522
2012-07-10 13:00:00.000000,468.2,2012-06-30 12:58:26.890522
2012-07-10 14:00:00.000000,477.2,2012-06-30 13:58:26.890522
2012-07-10 15:00:00.000000,476.9,2012-06-30 14:58:26.890522
2012-07-10 16:00:00.000000,480.8,2012-06-30 15:58:26.890522
2012-07-10 17:00:00.000000,478.2,2012-06-30 16:58:26.890522
2012-07-10 18:00:00.000000,492.9,2012-06-30 17:58:26.890522
2012-07-10 19:00:00.000000,499.5,2012-06-30 18:58:26.890522
2012-07-10 20:00:00.000000,487.5,2012-06-30 19:58:26.890522
2012-07-10 21:00:00.000000,494.3,2012-06-30 20:58:26.890522
2012-07-10 22:00:00.000000,486.6,2012-06-30 21:58:26.890522
2012-07-10 23:00:00.000000,485.4,2012-06-30 22:58:26.890522
2012-07-11 00:00:00.000000,488.5,2012-06-30 23:58:26.890522
2012-07-11 01:00:00.000000,505.8,2012-07-01 00:58:26.890522
2012-07-11 02:00:00.000000,487.8,2012-07-01 01:58:26.890522
2012-07-11 04:00:00.000000,528.0,2012-07-01 03:58:26.890522
2012-07-11 05:00:00.000000,509.3,2012-07-01 04:58:26.890522
2012-07-11 06:00:00.000000,513.5,2012-07-01 05:58:26.890522
2012-07-11 07:00:00.000000,520.2,2012-07-01 06:58:26.890522
2012-07-11 08:00:00.000000,536.9,2012-07-01 07:58:26.890522
2012-07-11 09:00:00.000000,539.7,2012-07-01 08:58:26.890522
2012-07-11 10:00:00.000000,524.5,2012-07-01 09:58:26.890522
2012-07-11 11:00:00.000000,504.9,2012-07-01 10:58:26.890522
2012-07-11 12:00:00.000000,502.9,2012-07-01 11:58:26.890522
2012-07-11 13:00:00.000000,506.8,2012-07-01 12:58:26.890522
2012-07-11 14:00:00.000000,498.8,2012-07-01 13:58:26.890522
2012-07-11 15:00:00.000000,493.9,2012-07-01 14:58:26.890522
2012-07-11 16:00:00.000000,501.3,2012-07-01 15:58:26.890522
2012-07-11 17:00:00.000000,494.6,2012-07-01 16:58:26.890522
2012-07-11 18:00:00.000000,501.9,2012-07-01 17:58:26.890522
2012-07-11 19:00:00.000000,495.5,2012-07-01 18:58:26.890522
2012-07-11 20:00:00.000000,502.8,2012-07-01 19:58:26.890522
2012-07-11 21:00:00.000000,505.9,2012-07-01 20:58:26.890522
2012-07-11 22:00:00.000000,509.7,2012-07-01 21:58:26.890522
2012-07-11 23:00:00.000000,492.5,2012-07-01 22:58:26.890522
2012-07-12 00:00:00.000000,503.3,2012-07-01 23:58:26.890522
2012-07-12 01:00:00.000000,491.9,2012-07-02 00:58:26.890522
2012-07-12 02:00:00.000000,484.1,2012-07-02 01:58:26.890522
2012-07-12 03:00:00.000000,478.0,2012-07-02 02:58:26.890522
2012-07-12 04:00:00.000000,467.8,2012-07-02 03:58:26.890522
2012-07-12 05:00:00.000000,471.7,2012-07-02 04:58:26.890522
2012-07-12 07:00:00.000000,456.3,2012-07-02 06:58:26.890522
2012-07-12 08:00:00.000000,441.4,2012-07-02 07:58:26.890522
2012-07-12 09:00:00.000000,436.1,2012-07-02 08:58:26.890522
